name,model_type,metric_type,metric_value,train_time
88_Xgboost,Xgboost,f1,0.8711885500933416,26.27
89_NeuralNetwork,Neural Network,f1,0.8366336633663365,17.81
90_NeuralNetwork,Neural Network,f1,0.8631178707224334,18.66
91_NeuralNetwork,Neural Network,f1,0.8536133415688697,18.38
92_NeuralNetwork,Neural Network,f1,0.8669108669108669,18.6
93_Xgboost,Xgboost,f1,0.8514357053682896,28.97
94_Xgboost,Xgboost,f1,0.8427594779366065,27.24
95_Xgboost,Xgboost,f1,0.842367601246106,28.09
96_Xgboost,Xgboost,f1,0.8460575719649562,26.93
97_NeuralNetwork,Neural Network,f1,0.8377358490566037,19.6
98_NeuralNetwork,Neural Network,f1,0.8482972136222909,19.31
99_ExtraTrees,Extra Trees,f1,0.8359326263256395,23.81
100_ExtraTrees,Extra Trees,f1,0.8447742733457019,22.58
101_RandomForest,Random Forest,f1,0.840471756672874,28.94
102_RandomForest,Random Forest,f1,0.8397515527950311,28.0
103_ExtraTrees,Extra Trees,f1,0.8329177057356609,23.57
104_ExtraTrees,Extra Trees,f1,0.8432229856339788,25.54
105_RandomForest,Random Forest,f1,0.8343634116192831,27.79
106_RandomForest,Random Forest,f1,0.8291770573566085,28.38
107_RandomForest,Random Forest,f1,0.8323057953144266,29.3
108_RandomForest,Random Forest,f1,0.8402734617775016,33.33
109_ExtraTrees,Extra Trees,f1,0.8220551378446117,25.43
110_ExtraTrees,Extra Trees,f1,0.8254164096236891,24.33
111_CatBoost,CatBoost,f1,0.8854296388542964,40.79
112_CatBoost,CatBoost,f1,0.8877805486284288,35.98
113_CatBoost,CatBoost,f1,0.8853068815871048,29.34
114_CatBoost,CatBoost,f1,0.8881948782011242,27.07
115_CatBoost,CatBoost,f1,0.8711276332094176,20.97
116_CatBoost,CatBoost,f1,0.8883312421580929,22.56
117_LightGBM,LightGBM,f1,0.8785046728971964,24.86
118_LightGBM,LightGBM,f1,0.8819875776397516,25.12
119_LightGBM,LightGBM,f1,0.8749229821318546,28.54
77_CatBoost_BoostOnErrors,CatBoost,f1,0.8884735202492211,40.95
Ensemble,Ensemble,f1,0.9064837905236908,68.04
77_CatBoost_Stacked,CatBoost,f1,0.9060360920970753,67.32
118_LightGBM_Stacked,LightGBM,f1,0.9084158415841584,24.63
88_Xgboost_Stacked,Xgboost,f1,0.9000620732464308,30.13
92_NeuralNetwork_Stacked,Neural Network,f1,0.8890236506973922,24.41
100_ExtraTrees_Stacked,Extra Trees,f1,0.9070492825951341,24.66
39_RandomForest_Stacked,Random Forest,f1,0.908411214953271,43.33
116_CatBoost_Stacked,CatBoost,f1,0.9069331667707683,27.77
29_LightGBM_Stacked,LightGBM,f1,0.9018633540372669,26.58
87_Xgboost_Stacked,Xgboost,f1,0.9018633540372669,29.19
90_NeuralNetwork_Stacked,Neural Network,f1,0.8941469489414695,23.42
48_ExtraTrees_Stacked,Extra Trees,f1,0.904228855721393,27.26
101_RandomForest_Stacked,Random Forest,f1,0.9077306733167082,41.4
114_CatBoost_Stacked,CatBoost,f1,0.9126092384519351,44.61
117_LightGBM_Stacked,LightGBM,f1,0.9049098819142324,28.5
19_Xgboost_Stacked,Xgboost,f1,0.9025450031036623,28.76
63_NeuralNetwork_Stacked,Neural Network,f1,0.8930971288943189,22.84
104_ExtraTrees_Stacked,Extra Trees,f1,0.9071651090342678,26.36
Ensemble_Stacked,Ensemble,f1,0.9143214509068167,88.73
